Data;Godzina;Goście;Gospodarze;Sezon;Stadion;Sędzia;AG;AvgA;AvgD;AvgH;HG;MaxA;MaxD;MaxH;PA;PD;PH;Czerwone kartki A;Czerwone kartki H;Faule A;Faule H;Interwencje bramkarzy A;Interwencje bramkarzy H;Posiadanie piłki A;Posiadanie piłki H;Rzuty rożne A;Rzuty rożne H;Rzuty wolne A;Rzuty wolne H;Spalone A;Spalone H;Strzały na bramkę A;Strzały na bramkę H;Strzały niecelne A;Strzały niecelne H;Strzały zablokowane A;Strzały zablokowane H;Sytuacje bramkowe A;Sytuacje bramkowe H;Wrzuty z autu A;Wrzuty z autu H;Żółte kartki A;Żółte kartki H;Zawodnik 1 A;Zawodnik 1 H;Zawodnik 2 A;Zawodnik 2 H;Zawodnik 3 A;Zawodnik 3 H;Zawodnik 4 A;Zawodnik 4 H;Zawodnik 5 A;Zawodnik 5 H;Zawodnik 6 A;Zawodnik 6 H;Zawodnik 7 A;Zawodnik 7 H;Zawodnik 8 A;Zawodnik 8 H;Zawodnik 9 A;Zawodnik 9 H;Zawodnik 10 A;Zawodnik 10 H;Zawodnik 11 A;Zawodnik 11 H;Res
31.08.2013;15:30;Jagiellonia Białystok;Widzew Łódź;2013/2014;;Stadion Widzewa Łódź (Łódź);1;2,44;3,1;2,91;1;2,6;3,31;3,2;2,58;3,31;2,96;1;0;12;15;2;2;0,58;0,42;4;2;17;13;1;2;3;3;4;6;5;0;12;9;35;26;4;1;Slowik J.;Mielcarz M.;Popkhadze G.;Bartkowski J.;Baran M.;Lafrance K.;Pazdan M.;De Amo J.;Straus J.;Stepinski P.;Tosik J.;Okachi P.;Bandrowski T.;Leimonas P.;Quintana D.;Kaczmarek M.;Gajos M.;Batrovic V.;Kupisz T.;Visnakovs A.;Piatkowski M.;Visnakovs E.;D
31.08.2013;18:00;Wisła Kraków;Pogoń Szczecin;2013/2014;;Stadion Miejski w Szczecinie (Szczecin);0;2,63;3,08;2,7;0;2,79;3,2;2,91;2,79;3,09;2,91;0;0;16;22;3;3;0,51;0,49;4;4;25;18;2;2;3;3;5;5;2;3;10;11;29;24;2;1;Miskiewicz M.;Janukiewicz R.;Burliga L.;Frączczak A.;Jovanovic M.;Hernani;Glowacki A.;Golla W.;Bunoza G.;Lewandowski M.;Malecki P.;Rogalski M.;Chrapek M.;Murayama T.;Nalepa M.;Akahoshi T.;Gargula L.;Lawa B.;Boguski R.;Bak J.;Brożek Pa.;Robak M.;D
31.08.2013;20:30;Legia Warszawa;Cracovia;2013/2014;;Stadion MKS Cracovia (Kraków);1;1,62;3,77;5,37;0;1,77;4,3;6,5;1,61;4,05;6,3;0;0;14;24;4;4;0,56;0,44;9;6;27;16;2;3;5;4;11;6;1;2;17;12;22;15;2;4;Skaba W.;Pilarz K.;Broz L.;Marciniak A.;Rzeźniczak J.;Kosanovic M.;Dossa Junior;Zytko M.;Wawrzyniak J.;Jaroszynski P.;Furman D.;Dąbrowski D.;Vrdoljak I.;Dudzic B.;Kucharczyk M.;Danielewicz K.;Radovic M.;Steblecki S.;Ojamaa H.;Ntibazonkiza S.;Dvalishvili V.;Nowak D.;A
01.09.2013;15:30;Śląsk Wrocław;Piast Gliwice;2013/2014;;;1;2,61;3,16;2,68;1;2,78;3,4;2,97;2,59;3,3;2,97;0;0;10;17;4;5;0,55;0,45;4;5;20;11;0;6;6;5;9;4;2;3;17;12;34;34;3;2;Gikiewicz R.;Trela D.;Socha T.;Klepczynski A.;Grodzicki R.;Horvath C.;Pawelec M.;Polak J.;Spahic A.;Krol K.;Kazmierczak P.;Szeliga B.;Stevanovic D.;Carles M.;Plaku S.;Matras M.;Mila S.;Podgorski T.;Dudu;Wilczek K.;Paixao M.;Jurado R.;D
01.09.2013;18:00;Zawisza Bydgoszcz;Lech Poznań;2013/2014;;Stadion Miejski (Poznań);2;5,84;3,73;1,58;3;6,8;4,2;1,69;5,62;3,89;1,69;0;1;16;19;0;2;0,51;0,49;2;2;25;15;0;6;4;3;9;2;3;4;16;9;21;21;2;6;Kaczmarek W.;Kotorowski K.;Lewczuk I.;Wołąkiewicz H.;Micael A.;Arboleda M.;Skrzynski L.;Kaminski M.;Ziajka S.;Henriquez L.;Wójcicki J.;Trałka Ł.;Goulon H.;Pawlowski S.;Petasz P.;Hamalainen K.;Dudek S.;Ubiparip V.;Maslowski M.;Claasen D.;Vasconcelos B.;Slusarski B.;H
02.09.2013;18:00;Korona Kielce;Podbeskidzie B-B;2013/2014;;;0;2,51;3,12;2,83;1;2,72;3,3;3;2,62;3,27;2,96;1;0;22;11;7;3;0,49;0,51;7;7;10;24;1;0;3;8;4;6;2;5;9;19;31;44;2;2;Malkowski Z.;Rybansky L.;Kuzera K.;Sokolowski M.;Malarczyk P.;Konieczny B.;Dejmek R.;Pietrasiak D.;Sylwestrzak K.;Gorkiewicz T.;Jovanovic V.;Latka D.;Staporski M.;Urban R.;Janota M.;Chmiel D.;Sobolewski P.;Sloboda A.;Sierpina L.;Jagiello A.;Angielski K.;Wodecki M.;H
13.09.2013;18:00;Podbeskidzie B-B;Widzew Łódź;2013/2014;;Stadion Widzewa Łódź (Łódź);1;3,15;3,2;2,25;1;3,45;3,37;2,39;3,29;3,3;2,39;1;0;15;14;3;1;0,54;0,46;4;3;16;20;5;1;2;4;4;7;2;1;8;12;43;26;4;1;Rybansky L.;Mielcarz M.;Sokolowski M.;Stepinski P.;Pietrasiak D.;Lafrance K.;Szymanek W.;De Amo J.;Gorkiewicz T.;Hayrapetyan L.;Sloboda A.;Leimonas P.;Latka D.;Okachi P.;Bujok D.;Kaczmarek M.;Urban R.;Batrovic V.;Jagiello A.;Visnakovs A.;Wodecki M.;Visnakovs E.;D
13.09.2013;20:30;Piast Gliwice;Wisła Kraków;2013/2014;;Stadion Miejski im. Henryka Reymana (Kraków);0;4,09;3,37;1,88;3;4,67;3,61;2,03;4,48;3,61;1,9;0;0;20;22;3;4;0,44;0,56;9;6;24;20;3;4;4;6;7;3;2;2;13;11;22;30;1;2;Trela D.;Miskiewicz M.;Klepczynski A.;Burliga L.;Horvath C.;Jovanovic M.;Polak J.;Glowacki A.;Krol K.;Bunoza G.;Izvolt M.;Chrapek M.;Matras M.;Stjepanovic O.;Carles M.;Malecki P.;Podgorski T.;Gargula L.;Wilczek K.;Boguski R.;Jurado R.;Brożek Pa.;H
14.09.2013;15:30;Cracovia;Zawisza Bydgoszcz;2013/2014;;Stadion im. Zdzisława Krzyszkowiaka (Bydgoszcz);0;3,73;3,27;2,01;2;4,2;3,5;2,1;4,08;3,5;2,03;0;0;19;8;7;4;0,56;0,44;5;5;9;23;4;0;4;9;4;8;3;1;11;18;16;27;1;5;Pilarz K.;Kaczmarek W.;Marciniak A.;Lewczuk I.;Zytko M.;Micael A.;Kosanovic M.;Skrzynski L.;Jaroszynski P.;Ziajka S.;Szeliga S.;Drygas K.;Zejdler L.;Goulon H.;Steblecki S.;Maslowski M.;Budzinski M.;Wójcicki J.;Boljevic V.;Petasz P.;Nowak D.;Vasconcelos B.;H
14.09.2013;18:00;Lech Poznań;Śląsk Wrocław;2013/2014;;Tarczyński Arena (Wrocław);0;2,72;3,15;2,58;2;2,88;3,31;2,76;2,86;3,2;2,76;0;0;12;8;5;5;0,51;0,49;6;6;10;16;5;1;5;7;10;8;2;3;17;18;30;30;3;4;Kotorowski K.;Gikiewicz R.;Kędziora T.;Ostrowski K.;Wołąkiewicz H.;Kokoszka A.;Arboleda M.;Pawelec M.;Henriquez L.;Dudu;Trałka Ł.;Kazmierczak P.;Linetty K.;Stevanovic D.;Lovrencsics G.;Holota T.;Hamalainen K.;Mila S.;Claasen D.;Plaku S.;Slusarski B.;Paixao M.;H
14.09.2013;20:30;Legia Warszawa;Korona Kielce;2013/2014;;Suzuki Arena (Kielce);5;1,71;3,53;4,91;3;1,8;3,79;5,59;1,72;3,79;5,59;0;0;12;12;3;4;0,64;0,36;8;1;16;15;3;1;9;6;6;6;6;1;21;13;31;28;2;1;Skaba W.;Malkowski Z.;Broz L.;Kuzera K.;Rzeźniczak J.;Sylwestrzak K.;Dossa Junior;Malarczyk P.;Brzyski T.;Lisowski T.;Furman D.;Stano P.;Vrdoljak I.;Sobolewski P.;Kucharczyk M.;Kiełb J.;Radovic M.;Janota M.;Ojamaa H.;Pylypchuk S.;Dvalishvili V.;Trytko P.;A
15.09.2013;15:30;Ruch Chorzów;Jagiellonia Białystok;2013/2014;;;0;4,46;3,35;1,82;6;5,32;3,65;2;5,23;3,62;1,79;0;0;11;5;7;0;0,54;0,46;4;5;7;16;0;3;0;13;5;3;7;2;12;18;29;23;2;0;Kamiński K.;Slowik J.;Babiarz B.;Tosik J.;Stawarczyk P.;Pazdan M.;Helik M.;Ukah U.;Janoszka L.;Straus J.;Surma L.;Gajos M.;Tyminski L.;Grzyb R.;Sultes P.;Mackiewicz K.;Starzyński F.;Plizga D.;Wlodyka K.;Quintana D.;Jankowski M.;Piatkowski M.;H
15.09.2013;18:00;Lechia Gdańsk;Pogoń Szczecin;2013/2014;;Stadion Miejski w Szczecinie (Szczecin);1;2,71;3,1;2,62;1;2,92;3,25;2,92;2,89;3,13;2,78;0;0;22;16;6;3;0,39;0,61;2;11;;;3;2;4;7;5;7;4;3;13;17;;;5;5;Malkowski S.;Janukiewicz R.;Deleu;Frączczak A.;Bieniuk J.;Golla W.;Madera S.;Dąbrowski M.;Oualembo C.;Lewandowski M.;Kostrzewa M.;Lawa B.;Dawidowicz P.;Rogalski M.;Buzala P.;Tchami H.;Matsui D.;Akahoshi T.;Wiśniewski P.;Murayama T.;Grzelczak P.;Robak M.;D
16.09.2013;18:00;Zagłębie Lubin;Górnik Zabrze;2013/2014;;Stadion im. Ernesta Pohla (Zabrze);1;4,27;3,39;1,83;2;4,8;3,7;1,93;4,54;3,58;1,87;0;0;15;12;5;2;0,4;0,6;3;8;17;17;3;4;3;7;2;5;3;2;8;14;13;26;3;1;Gliwa M.;Steinbors P.;Vidanov P.;Olkowski P.;Banas A.;Augustyn B.;Guldan L.;Shevelyukhin A.;Oleksy P.;Kosznik R.;Piątek L.;Sobolewski R.;Rymaniak B.;Mączyński K.;Wozniak A.;Nakoulma P.;Blad A.;Przybylski M.;Cotra D.;Madej L.;Piech A.;Zachara M.;H
19.09.2013;17:00;Jagiellonia Białystok;Podbeskidzie B-B;2013/2014;;;1;2,48;3,11;2,88;0;2,65;3,37;3,13;2,56;3,37;2,96;1;0;12;15;4;6;0,53;0,47;5;7;16;21;8;1;7;4;9;3;4;2;20;9;24;29;3;4;Slowik J.;Rybansky L.;Tosik J.;Sokolowski M.;Ukah U.;Telichowski B.;Pazdan M.;Pietrasiak D.;Straus J.;Gorkiewicz T.;Grzyb R.;Chrapek K.;Bandrowski T.;Sloboda A.;Plizga D.;Latka D.;Gajos M.;Urban R.;Quintana D.;Jagiello A.;Piatkowski M.;Wodecki M.;A
20.09.2013;18:00;Widzew Łódź;Piast Gliwice;2013/2014;;;0;3,93;3,27;1,96;3;4,45;3,5;2,09;4,19;3,38;2,04;1;0;10;26;6;3;0,4;0,6;3;8;29;14;4;3;3;9;7;2;2;1;12;12;25;19;2;1;Mielcarz M.;Trela D.;Stepinski P.;Zbozień D.;Lafrance K.;Horvath C.;De Amo J.;Polak J.;Hayrapetyan L.;Klepczynski A.;Leimonas P.;Carles M.;Okachi P.;Matras M.;Visnakovs A.;Izvolt M.;Batrovic V.;Wilczek K.;Kaczmarek M.;Podgorski T.;Visnakovs E.;Jurado R.;H
20.09.2013;20:30;Pogoń Szczecin;Lech Poznań;2013/2014;;Stadion Miejski (Poznań);2;4,95;3,46;1,74;1;6,3;3,95;1,95;5,84;3,72;1,71;0;0;26;22;5;0;0,46;0,54;2;10;23;27;1;0;2;6;3;7;0;4;5;17;21;53;4;3;Janukiewicz R.;Kotorowski K.;Frączczak A.;Kędziora T.;Golla W.;Arboleda M.;Dąbrowski M.;Wołąkiewicz H.;Lewandowski M.;Henriquez L.;Rogalski M.;Lovrencsics G.;Lawa B.;Trałka Ł.;Murayama T.;Linetty K.;Akahoshi T.;Claasen D.;Tchami H.;Teodorczyk L.;Robak M.;Slusarski B.;A
21.09.2013;15:30;Zawisza Bydgoszcz;Lechia Gdańsk;2013/2014;;Polsat Plus Arena (Gdańsk);1;3,9;3,25;1,97;1;4,5;3,4;2,11;4,42;3,31;2,01;0;0;18;20;3;1;0,48;0,52;1;11;25;19;1;5;2;4;4;5;1;0;7;9;12;30;0;1;Kaczmarek W.;Malkowski S.;Lewczuk I.;Deleu;Skrzynski L.;Madera S.;Micael A.;Bieniuk J.;Ziajka S.;Pazio A.;Goulon H.;Kostrzewa M.;Drygas K.;Pietrowski M.;Wójcicki J.;Frankowski P.;Maslowski M.;Matsui D.;Carlos L.;Grzelczak P.;Vasconcelos B.;Buzala P.;D
21.09.2013;18:00;Wisła Kraków;Cracovia;2013/2014;;Stadion MKS Cracovia (Kraków);1;2,24;3,13;3,26;1;2,32;3,25;3,6;2,28;3,25;3,58;0;0;18;16;5;1;0,45;0,55;5;8;;;3;1;2;6;4;11;1;2;7;19;;;3;1;Miskiewicz M.;Pilarz K.;Burliga L.;Kus M.;Jovanovic M.;Zytko M.;Glowacki A.;Kosanovic M.;Bunoza G.;Marciniak A.;Chrapek M.;Danielewicz K.;Stjepanovic O.;Dąbrowski D.;Malecki P.;Zejdler L.;Gargula L.;Dudzic B.;Boguski R.;Nowak D.;Brożek Pa.;Steblecki S.;D
21.09.2013;20:30;Korona Kielce;Zagłębie Lubin;2013/2014;;Stadion Zagłębia Lubin (Lubin);0;3,62;3,2;2,07;2;3,99;3,35;2,15;3,99;3,31;2,11;1;0;20;16;3;4;0,46;0,54;4;3;18;19;0;1;4;5;5;8;5;1;14;14;32;28;4;2;Malkowski Z.;Gliwa M.;Golanski P.;Vidanov P.;Malarczyk P.;Guldan L.;Stano P.;Banas A.;Lisowski T.;Oleksy P.;Lenartowski A.;Bilek J.;Kiełb J.;Piątek L.;Sobolewski P.;Jez R.;Janota M.;Kwiek A.;Pylypchuk S.;Cotra D.;Golebiewski D.;Piech A.;H
22.09.2013;15:30;Śląsk Wrocław;Ruch Chorzów;2013/2014;;Stadion Ruchu Chorzów (Chorzów);1;2,01;3,31;3,65;1;2,2;3,58;4,15;2,04;3,58;3,9;0;0;8;15;3;5;0,55;0,45;10;3;16;9;2;1;6;4;12;5;2;1;20;10;16;15;2;1;Gikiewicz R.;Buchalik M.;Ostrowski K.;Helik M.;Kokoszka A.;Malinowski M.;Pawelec M.;Stawarczyk P.;Dudu;Dziwniel D.;Kazmierczak P.;Surma L.;Stevanovic D.;Babiarz B.;Holota T.;Wlodyka K.;Mila S.;Starzyński F.;Plaku S.;Janoszka L.;Paixao M.;Jankowski M.;D
22.09.2013;18:00;Górnik Zabrze;Legia Warszawa;2013/2014;;Stadion Wojska Polskiego (Warszawa);1;6,06;3,66;1,58;2;7;3,98;1,63;6,23;3,98;1,63;0;0;16;13;5;0;0,39;0,61;2;8;15;17;2;2;1;7;4;9;1;2;6;18;27;31;4;2;Steinbors P.;Skaba W.;Olkowski P.;Broz L.;Augustyn B.;Jodłowiec T.;Shevelyukhin A.;Rzeźniczak J.;Kosznik R.;Brzyski T.;Przybylski M.;Vrdoljak I.;Sobolewski R.;Furman D.;Nakoulma P.;Ojamaa H.;Mączyński K.;Radovic M.;Madej L.;Kosecki J.;Zachara M.;Saganowski M.;H
23.09.2013;18:00;Podbeskidzie B-B;Pogoń Szczecin;2013/2014;;Stadion Miejski w Szczecinie (Szczecin);1;5,12;3,59;1,67;2;5,75;4;1,8;5,47;3,76;1,74;0;0;15;15;3;1;0,31;0,69;5;5;26;15;0;10;2;5;5;4;2;2;9;11;32;27;1;3;Robak M.;Janukiewicz R.;Rybansky L.;Frączczak A.;Sokolowski M.;Golla W.;Pietrasiak D.;Dąbrowski M.;Telichowski B.;Lewandowski M.;Gorkiewicz T.;Rogalski M.;Deja A.;Lawa B.;Latka D.;Akahoshi T.;Bujok D.;Murayama T.;Urban R.;Akahoshi T.;Kwame F.;Tchami H.;H
23.09.2013;20:30;Lech Poznań;Piast Gliwice;2013/2014;;;2;2,41;3,21;2,9;0;2,6;3,42;3,25;2,42;3,34;3,22;0;0;16;16;1;8;0,49;0,51;8;6;18;22;4;2;10;1;5;5;5;4;20;10;31;35;0;1;Gostomski M.;Trela D.;Mozdzen M.;Zbozień D.;Wołąkiewicz H.;Horvath C.;Bednarek J.;Polak J.;Henriquez L.;Klepczynski A.;Trałka Ł.;Carles M.;Claasen D.;Matras M.;Linetty K.;Izvolt M.;Hamalainen K.;Wilczek K.;Lovrencsics G.;Podgorski T.;Teodorczyk L.;Jurado R.;A
24.09.2013;18:00;Zagłębie Lubin;Zawisza Bydgoszcz;2013/2014;;Stadion im. Zdzisława Krzyszkowiaka (Bydgoszcz);0;3,43;3,17;2,15;2;3,7;3,27;2,35;3,61;3,27;2,25;1;0;17;10;2;2;0,45;0,55;4;3;13;19;1;3;2;4;5;10;2;5;9;19;31;30;2;2;Gliwa M.;Kaczmarek W.;Vidanov P.;Lewczuk I.;Banas A.;Micael A.;Guldan L.;Strak P.;Oleksy P.;Ziajka S.;Bilek J.;Dudek S.;Piątek L.;Drygas K.;Jez R.;Wójcicki J.;Kwiek A.;Maslowski M.;Cotra D.;Carlos L.;Piech A.;Vasconcelos B.;H
24.09.2013;20:30;Lechia Gdańsk;Wisła Kraków;2013/2014;;Stadion Miejski im. Henryka Reymana (Kraków);0;3,38;3,13;2,2;3;3,85;3,3;2,42;3,46;3,23;2,34;1;0;9;13;4;4;0,46;0,54;2;4;17;10;2;4;4;7;6;4;2;2;12;13;34;22;2;1;Malkowski S.;Miskiewicz M.;Deleu;Burliga L.;Bieniuk J.;Glowacki A.;Madera S.;Chavez O.;Pazio A.;Guerrier W.;Kostrzewa M.;Nalepa M.;Dawidowicz P.;Chrapek M.;Frankowski P.;Boguski R.;Wiśniewski P.;Gargula L.;Grzelczak P.;Malecki P.;Buzala P.;Brożek Pa.;H
25.09.2013;18:00;Cracovia;Śląsk Wrocław;2013/2014;;Tarczyński Arena (Wrocław);3;6,3;3,83;1,53;0;7,7;4,3;1,6;6,39;3,72;1,55;0;1;20;8;8;9;0,58;0,42;5;5;8;22;2;1;12;8;5;4;2;1;19;13;21;19;2;0;Pilarz K.;Gikiewicz R.;Szeliga S.;Socha T.;Zytko M.;Grodzicki R.;Kosanovic M.;Kokoszka A.;Marciniak A.;Dudu;Dąbrowski D.;Stevanovic D.;Budzinski M.;Kazmierczak P.;Steblecki S.;Holota T.;Danielewicz K.;Mila S.;Ntibazonkiza S.;Plaku S.;Nowak D.;Paixao M.;A
25.09.2013;18:00;Ruch Chorzów;Widzew Łódź;2013/2014;;Stadion Widzewa Łódź (Łódź);1;2,97;3,17;2,37;0;3,45;3,28;2,48;3;3,13;2,38;0;1;10;11;5;3;0,55;0,45;10;3;12;11;1;4;4;5;6;8;4;2;14;15;37;35;0;2;Buchalik M.;Krakowiak M.;Szyndrowski M.;Augustyniak R.;Malinowski M.;De Amo J.;Stawarczyk P.;Lafrance K.;Dziwniel D.;Hayrapetyan L.;Babiarz B.;Kaczmarek M.;Surma L.;Okachi P.;Wlodyka K.;Leimonas P.;Starzyński F.;Visnakovs A.;Janoszka L.;Melunovic A.;Kuswik G.;Visnakovs E.;A
25.09.2013;20:30;Legia Warszawa;Jagiellonia Białystok;2013/2014;;;3;1,95;3,33;3,87;2;2,08;3,5;4,33;2,06;3,47;3,95;0;0;15;17;2;3;0,61;0,39;2;4;18;14;1;0;6;4;5;3;1;2;12;9;26;28;2;1;Skaba W.;Slowik J.;Broz L.;Tosik J.;Jodłowiec T.;Ukah U.;Rzeźniczak J.;Pazdan M.;Brzyski T.;Straus J.;Pinto H.;Bandrowski T.;Łukasik D.;Grzyb R.;Kucharczyk M.;Plizga D.;Radovic M.;Quintana D.;Żyro M.;Gajos M.;Saganowski M.;Piatkowski M.;A
26.09.2013;20:30;Górnik Zabrze;Korona Kielce;2013/2014;;Suzuki Arena (Kielce);2;2,31;3,19;3,06;2;2,45;3,32;3,54;2,29;3,27;3,54;0;0;12;16;3;3;0,63;0,37;3;7;18;14;1;1;5;5;2;4;3;4;10;13;34;29;1;2;Steinbors P.;Malkowski Z.;Olkowski P.;Golanski P.;Augustyn B.;Stano P.;Shevelyukhin A.;Malarczyk P.;Kosznik R.;Lisowski T.;Sobolewski R.;Lenartowski A.;Mączyński K.;Markovic V.;Nakoulma P.;Trojanowski M.;Mosznikow S.;Janota M.;Madej L.;Pylypchuk S.;Skrzypczak S.;Golebiewski D.;D
27.09.2013;20:30;Piast Gliwice;Podbeskidzie B-B;2013/2014;;;1;2,58;3,15;2,72;0;2,73;3,32;2,9;2,73;3,32;2,81;0;0;17;19;5;4;0,57;0,43;7;9;19;19;2;1;5;5;7;3;5;4;17;12;22;36;4;3;Trela D.;Rybansky L.;Horvath C.;Telichowski B.;Polak J.;Pietrasiak D.;Klepczynski A.;Kupczak M.;Zbozień D.;Deja A.;Matras M.;Kwame F.;Dytko P.;Chmiel D.;Podgorski T.;Sloboda A.;Carles M.;Latka D.;Jurado R.;Malinowski P.;Rabiola;Pawela F.;A
28.09.2013;15:30;Pogoń Szczecin;Cracovia;2013/2014;;Stadion MKS Cracovia (Kraków);1;2,49;3,13;2,83;0;2,8;3,25;3,1;2,69;3,18;2,94;0;0;14;11;10;3;0,38;0,62;2;6;10;11;1;0;4;10;7;5;3;3;14;18;27;22;3;2;Janukiewicz R.;Pilarz K.;Lewandowski M.;Kus M.;Golla W.;Szeliga S.;Dąbrowski M.;Kosanovic M.;Frączczak A.;Marciniak A.;Rogalski M.;Budzinski M.;Lawa B.;Dąbrowski D.;Bak J.;Danielewicz K.;Akahoshi T.;Ntibazonkiza S.;Murayama T.;Steblecki S.;Robak M.;Nowak D.;A
28.09.2013;18:00;Wisła Kraków;Ruch Chorzów;2013/2014;;Stadion Ruchu Chorzów (Chorzów);1;2,26;3,17;3,17;1;2,4;3,25;3,6;2,33;3,16;3,57;0;0;11;15;4;1;0,51;0,49;3;7;16;16;5;0;2;5;2;7;0;2;4;14;12;22;2;1;Miskiewicz M.;Buchalik M.;Burliga L.;Szyndrowski M.;Chavez O.;Malinowski M.;Glowacki A.;Stawarczyk P.;Bunoza G.;Dziwniel D.;Stjepanovic O.;Wlodyka K.;Sarki E.;Surma L.;Gargula L.;Babiarz B.;Boguski R.;Starzyński F.;Guerrier W.;Janoszka L.;Brożek Pa.;Kwiatkowski M.;D
28.09.2013;20:30;Śląsk Wrocław;Legia Warszawa;2013/2014;;Stadion Wojska Polskiego (Warszawa);1;5,82;3,95;1,56;2;7,04;4,35;1,75;7,04;4,23;1,55;0;0;10;14;9;1;0,44;0,56;2;11;15;8;3;2;2;11;4;6;2;2;8;19;18;29;3;2;Kelemen M.;Skaba W.;Dudu;Broz L.;Pawelec M.;Rzeźniczak J.;Kokoszka A.;Jodłowiec T.;Socha T.;Brzyski T.;Kazmierczak P.;Vrdoljak I.;Stevanovic D.;Pinto H.;Plaku S.;Ojamaa H.;Mila S.;Radovic M.;Patejuk S.;Żyro M.;Paixao M.;Mikita P.;H
29.09.2013;15:30;Jagiellonia Białystok;Zagłębie Lubin;2013/2014;;Stadion Zagłębia Lubin (Lubin);1;3,06;3,11;2,36;1;3,4;3,25;2,53;3,31;3,05;2,53;0;0;18;17;5;0;0,54;0,46;4;7;19;19;1;2;1;6;7;7;5;1;13;14;26;30;3;1;Slowik J.;Gliwa M.;Tosik J.;Rymaniak B.;Baran M.;Vidanov P.;Ukah U.;Guldan L.;Popkhadze G.;Cotra D.;Grzyb R.;Bilek J.;Gajos M.;Kwiek A.;Plizga D.;Abwo D.;Quintana D.;Jez R.;Pawlowski J.;Wozniak A.;Balaj B.;Piech A.;D
29.09.2013;18:00;Widzew Łódź;Lech Poznań;2013/2014;;Stadion Miejski (Poznań);0;8,99;4,32;1,38;1;10,5;4,8;1,42;9,7;4,54;1,42;1;0;6;15;8;5;0,3;0,7;4;14;18;8;1;4;5;9;2;11;1;7;8;27;19;25;2;3;Augustyniak R.;Douglas B.;Bartkowski J.;Gostomski M.;De Amo J.;Hamalainen K.;Kaczmarek M.;Kaminski M.;Leimonas P.;Linetty K.;Melunovic A.;Lovrencsics G.;Mielcarz M.;Mozdzen M.;Nowak K.;Pawlowski S.;Rybicki M.;Teodorczyk L.;Visnakovs A.;Trałka Ł.;Visnakovs E.;Wołąkiewicz H.;H
30.09.2013;18:00;Zawisza Bydgoszcz;Górnik Zabrze;2013/2014;;Stadion im. Ernesta Pohla (Zabrze);2;4,61;3,51;1,76;3;5,22;3,8;1,85;5,2;3,67;1,78;0;0;14;9;2;2;0,49;0,51;1;9;8;9;2;0;4;5;6;8;0;3;10;16;31;12;2;0;Kaczmarek W.;Steinbors P.;Ciechanowski D.;Olkowski P.;Micael A.;Augustyn B.;Strak P.;Gancarczyk S.;Ziajka S.;Kosznik R.;Dudek S.;Sobolewski R.;Drygas K.;Mączyński K.;Wójcicki J.;Nakoulma P.;Maslowski M.;Przybylski M.;Carlos L.;Madej L.;Vasconcelos B.;Zachara M.;H
30.09.2013;20:30;Korona Kielce;Lechia Gdańsk;2013/2014;;Polsat Plus Arena (Gdańsk);2;5,06;3,51;1,7;2;6;3,75;1,77;5,89;3,63;1,72;0;0;21;10;3;1;0,33;0,67;3;1;15;26;4;4;3;5;5;7;2;1;10;13;21;37;4;1;Malkowski Z.;Malkowski S.;Golanski P.;Deleu;Malarczyk P.;Bieniuk J.;Stano P.;Madera S.;Lisowski T.;Janicki R.;Trojanowski M.;Oualembo C.;Markovic V.;Dawidowicz P.;Lenartowski A.;Pietrowski M.;Pylypchuk S.;Wiśniewski P.;Janota M.;Grzelczak P.;Golebiewski D.;Tuszyński P.;D
04.10.2013;18:00;Korona Kielce;Zawisza Bydgoszcz;2013/2014;;Stadion im. Zdzisława Krzyszkowiaka (Bydgoszcz);1;4,17;3,33;1,88;0;4,95;3,51;2;4,57;3,5;1,92;0;0;16;18;6;0;0,34;0,66;3;4;21;19;2;3;1;6;4;3;1;5;6;14;16;34;2;3;Malkowski Z.;Kaczmarek W.;Golanski P.;Lewczuk I.;Sylwestrzak K.;Micael A.;Stano P.;Goulon H.;Lisowski T.;Ziajka S.;Lenartowski A.;Dudek S.;Markovic V.;Drygas K.;Sobolewski P.;Wójcicki J.;Janota M.;Maslowski M.;Pylypchuk S.;Geworgian W.;Angielski K.;Vasconcelos B.;A
04.10.2013;20:30;Zagłębie Lubin;Śląsk Wrocław;2013/2014;;Tarczyński Arena (Wrocław);0;4,52;3,46;1,79;2;4,95;3,6;1,85;4,93;3,56;1,85;1;0;11;21;1;1;0,4;0,6;6;4;22;11;1;0;1;3;7;7;4;1;12;11;20;19;3;3;Gliwa M.;Gikiewicz R.;Vidanov P.;Ostrowski K.;Banas A.;Kokoszka A.;Guldan L.;Pawelec M.;Cotra D.;Socha T.;Piątek L.;Holota T.;Godal B.;Kazmierczak P.;Abwo D.;Plaku S.;Kwiek A.;Mila S.;Przybecki M.;Patejuk S.;Piech A.;Paixao M.;H
05.10.2013;15:30;Cracovia;Jagiellonia Białystok;2013/2014;;;2;4,22;3,36;1,86;1;4,66;3,53;1,96;4,66;3,48;1,91;0;0;13;14;6;8;0,58;0,42;4;4;15;19;6;1;10;7;6;6;0;2;16;15;33;31;2;3;Pilarz K.;Slowik J.;Kus M.;Tosik J.;Kosanovic M.;Ukah U.;Zytko M.;Baran M.;Marciniak A.;Straus J.;Dąbrowski D.;Norambuena A.;Straus R.;Pazdan M.;Ntibazonkiza S.;Pawlowski J.;Budzinski M.;Quintana D.;Steblecki S.;Balaj B.;Nowak D.;Piatkowski M.;A
