Data;Godzina;Goście;Gospodarze;Sezon;Stadion;Sędzia;AG;AvgA;AvgD;AvgH;HG;MaxA;MaxD;MaxH;PA;PD;PH;Czerwone kartki A;Czerwone kartki H;Faule A;Faule H;Interwencje bramkarzy A;Interwencje bramkarzy H;Posiadanie piłki A;Posiadanie piłki H;Rzuty rożne A;Rzuty rożne H;Rzuty wolne A;Rzuty wolne H;Spalone A;Spalone H;Strzały na bramkę A;Strzały na bramkę H;Strzały niecelne A;Strzały niecelne H;Strzały zablokowane A;Strzały zablokowane H;Sytuacje bramkowe A;Sytuacje bramkowe H;Wrzuty z autu A;Wrzuty z autu H;Żółte kartki A;Żółte kartki H;Zawodnik 1 A;Zawodnik 1 H;Zawodnik 2 A;Zawodnik 2 H;Zawodnik 3 A;Zawodnik 3 H;Zawodnik 4 A;Zawodnik 4 H;Zawodnik 5 A;Zawodnik 5 H;Zawodnik 6 A;Zawodnik 6 H;Zawodnik 7 A;Zawodnik 7 H;Zawodnik 8 A;Zawodnik 8 H;Zawodnik 9 A;Zawodnik 9 H;Zawodnik 10 A;Zawodnik 10 H;Zawodnik 11 A;Zawodnik 11 H;Res
31.01.2021;17:30;Legia Warszawa;Podbeskidzie B-B;2020/2021;Stadion Miejski (Bielsko-Biała);Marciniak S. (Pol);0;1,39;4,66;7,36;1;1,46;4,95;8,5;1,43;4,95;7,76;0;0;8;14;2;4;0,68;0,32;7;2;;;0;3;4;3;11;5;;;15;8;;;0;2;Boruc A.;Peskovic M.;Juranovic J.;Modelski F.;Lewczuk I.;Janicki R.;Hołownia M.;Rundić M.;Mladenovic F.;Mamic P.;Wszołek P.;Kocsis G.;Martins A.;Bieroński J.;Slisz B.;Danielak K.;Kapustka B.;Ubbink D.;Pekhart T.;Marzec M.;Luquinhas;Roginic M.;H
01.02.2021;18:00;Śląsk Wrocław;Stal Mielec;2020/2021;Stadion MOSiR (Mielec);Raczkowski P. (Pol);0;2,47;3,25;2,82;0;2,65;3,48;3,03;2,51;3,34;3,03;0;1;16;20;5;2;0,6;0,4;5;3;;;0;2;2;5;7;10;;;9;15;;;1;4;Putnocky M.;Gliwa M.;Janasik P.;Matras M.;Puerto I.;Chorbadzhiyski B.;Tamas M.;Flis M.;Stiglec D.;Granlund A.;Pałaszewski M.;Pawłowski D.;Sobota W.;Tomasiewicz G.;Pawłowski B.;Getinger K.;Praszelik M.;Domański M.;Pich R.;Kolev A.;Exposito E.;Jankowski M.;D
05.02.2021;18:00;Warta Poznań;Lechia Gdańsk;2020/2021;Polsat Plus Arena (Gdańsk);Marciniak S. (Pol);1;4,29;3,33;1,87;1;4,61;3,6;1,96;4,51;3,41;1,94;0;0;12;18;5;1;0,44;0,56;3;9;;;3;3;2;6;3;10;;;5;16;;;1;2;Lis A.;Kuciak D.;Spychała M.;Fila K.;Ławniczak A.;Nalepa M.;Ivanov R.;Kopacz B.;Kiełb J.;Pietrzak R.;Trałka Ł.;Kubicki J.;Kopczyński M.;Haydary O.;Grzesik J.;Gajos M.;Żurawski M.;Makowski T.;Jakóbowski M.;Saief K.;Kuzimski M.;Paixao F.;D
05.02.2021;20:30;Zagłębie Lubin;Lech Poznań;2020/2021;Stadion Miejski (Poznań);Jarzebak S. (Pol);0;5,78;4,31;1,51;0;6,59;4,65;1,57;6,06;4,45;1,56;0;0;10;13;2;3;0,32;0,68;3;8;;;2;0;3;2;6;15;;;9;17;;;0;2;Hładun D.;van der Hart M.;Wójcicki J.;Czerwiński A.;Kruk K.;Rogne T.;Oko D.;Salamon B.;Bartolewski M.;Kravets V.;Żubrowski J.;Karlstrom J.;Szysz P.;Pedro Tiba;Poręba L.;Kamiński J.;Starzyński F.;Dani Ramirez;Drazic D.;Puchacz T.;Mraz S.;Ishak M.;D
06.02.2021;15:00;Śląsk Wrocław;Piast Gliwice;2020/2021;Stadion Miejski w Gliwicach (Gliwice);Zlotek M. (Pol);0;3,64;3,37;2,01;2;4,06;3,58;2,14;3,83;3,57;2,05;0;0;18;23;4;2;0,51;0,49;8;6;;;2;1;2;6;6;12;;;8;18;;;4;3;Putnocky M.;Plach F.;Janasik P.;Konczkowski M.;Puerto I.;Huk T.;Tamas M.;Czerwiński J.;Stiglec D.;Holubek J.;Praszelik M.;Sokołowski P.;Pałaszewski M.;Jodłowiec T.;Pawłowski B.;Pyrka A.;Sobota W.;Chrapek M.;Pich R.;Vida K.;Exposito E.;Żyro M.;H
06.02.2021;17:30;Cracovia;Pogoń Szczecin;2020/2021;Stadion Miejski w Szczecinie (Szczecin);Frankowski B. (Pol);0;4,01;3,04;2,04;1;4,4;3,2;2,17;4,24;3,18;2,09;0;0;13;17;3;0;0,46;0,54;4;5;;;1;4;0;4;4;9;;;4;13;;;1;3;Niemczycki K.;Stipica D.;Rapa C.;Bartkowski J.;Rodin M.;Zech B.;Marquez I.;Malec M.;Siplak M.;Mata L.;Sadikovic D.;Dąbrowski D.;Loshaj F.;Drygas K.;Fiolic I.;Gorgon A.;van Amersfoort P.;Kowalczyk S.;Thiago;Smoliński K.;Alvarez M.;Zahovic L.;H
06.02.2021;20:00;Raków Częstochowa;Legia Warszawa;2020/2021;Stadion Wojska Polskiego (Warszawa);Gil P. (Pol);0;3,7;3,22;2,05;2;4,1;3,44;2,15;3,97;3,42;2,06;0;0;17;19;8;2;0,51;0,49;3;2;;;1;2;2;10;8;4;;;10;14;;;2;3;Holec D.;Boruc A.;Mikołajewski D.;Jędrzejczyk A.;Niewulis A.;Wieteska M.;Schwarz P.;Hołownia M.;Tudor F.;Wszołek P.;Sapała I.;Slisz B.;Poletanovic M.;Martins A.;Bartl D.;Mladenovic F.;Tijanic D.;Kapustka B.;López I.;Luquinhas;Gutkovskis V.;Pekhart T.;H
07.02.2021;15:00;Górnik Zabrze;Podbeskidzie B-B;2020/2021;Stadion Miejski (Bielsko-Biała);Raczkowski P. (Pol);1;1,93;3,38;3,95;2;2,02;3,6;4,23;1,94;3,6;4,2;0;0;15;13;4;4;0,49;0,51;5;8;;;0;1;5;6;5;10;;;10;16;;;2;4;Chudy M.;Peskovic M.;Wiśniewski P.;Modelski F.;Koj M.;Rundić M.;Gryszkiewicz A.;Janicki R.;Masouras G.;Mamic P.;Manneh A.;Marzec M.;Kubica K.;Kocsis G.;Nowak B.;Bieroński J.;Janza E.;Roginic M.;Sobczyk A.;Ubbink D.;Jimenez J.;Biliński K.;H
07.02.2021;17:30;Jagiellonia Białystok;Wisła Kraków;2020/2021;Stadion Miejski im. Henryka Reymana (Kraków);Przybyl J. (Pol);0;3,27;3,51;2,09;2;3,54;3,69;2,22;3,51;3,66;2,12;0;0;8;9;6;7;0,48;0,52;3;8;;;1;3;7;8;8;9;;;15;17;;;2;1;Dziekoński X.;Lis M.;Olszewski P.;Szot D.;Augustyn B.;Frydrych M.;Tiru B.;Sadlok M.;Nastic B.;Burliga L.;Pospisil M.;Plewka P.;Romanczuk T.;Yeboah Y.;Makuszewski M.;Zhukov G.;Imaz J.;Savic S.;Cernych F.;Jean Carlos;Puljic J.;Brown F.;H
12.02.2021;20:30;Wisła Kraków;Śląsk Wrocław;2020/2021;Tarczyński Arena (Wrocław);Frankowski B. (Pol);1;2,12;3,35;3,33;1;2,26;3,52;3,56;2,17;3,5;3,56;0;1;19;13;0;4;0,53;0,47;13;3;;;1;0;5;1;15;6;;;20;7;;;2;3;Lis M.;Putnocky M.;Burliga L.;Cotugno G.;Frydrych M.;Puerto I.;Mehremic A.;Pawelec M.;Sadlok M.;Stiglec D.;Plewka P.;Praszelik M.;Yeboah Y.;Scalet M.;Zhukov G.;Pawłowski B.;Savic S.;Pich R.;Jean Carlos;Zylla M.;Brown F.;Exposito E.;D
13.02.2021;15:00;Podbeskidzie B-B;Cracovia;2020/2021;Stadion MKS Cracovia (Kraków);Przybyl J. (Pol);1;3,76;3,3;2,01;1;4,08;3,54;2,56;4,08;3,42;2,03;1;1;11;15;5;1;0,42;0,58;3;6;;;0;1;2;6;4;13;;;6;19;;;4;2;Peskovic M.;Niemczycki K.;Modelski F.;Rapa C.;Janicki R.;Szymonowicz D.;Rundić M.;Marquez I.;Mamic P.;Zaucha P.;Kocsis G.;Hanca S.;Rzuchowski M.;Sadikovic D.;Sitek M.;van Amersfoort P.;Hora J.;Loshaj F.;Roginic M.;Rivaldinho;Wilson P.;Fiolic I.;D
13.02.2021;17:30;Piast Gliwice;Pogoń Szczecin;2020/2021;Stadion Miejski w Szczecinie (Szczecin);Szczech Ł. (Pol);0;3,55;3,17;2,12;0;3,84;3,4;2,22;3,76;3,21;2,14;0;0;14;10;5;2;0,44;0,56;1;8;;;2;2;2;5;4;4;;;6;9;;;3;3;Plach F.;Stipica D.;Konczkowski M.;Bartkowski J.;Czerwiński J.;Zech B.;Malarczyk P.;Triantafyllopoulos K.;Holubek J.;Mata L.;Chrapek M.;Dąbrowski D.;Huk T.;Kucharczyk M.;Pyrka A.;Drygas K.;Lipski P.;Smoliński K.;Vida K.;Kowalczyk S.;Żyro M.;Zahovic L.;D
13.02.2021;20:00;Lechia Gdańsk;Raków Częstochowa;2020/2021;GIEKSA Arena (Bełchatów);Raczkowski P. (Pol);1;4,48;3,4;1,81;0;4,9;3,62;1,87;4,88;3,53;1,85;0;0;16;15;9;2;0,44;0,56;2;6;;;2;1;3;9;8;6;;;11;15;;;3;5;Kuciak D.;Holec D.;Kopacz B.;Jach J.;Nalepa M.;Mikołajewski D.;Tobers K.;Piątkowski K.;Pietrzak R.;Tudor F.;Biegański J.;Poletanovic M.;Saief K.;Schwarz P.;Kubicki J.;Kun P.;Gajos M.;López I.;Ceesay J.;Gutkovskis V.;Paixao F.;Tijanic D.;A
14.02.2021;15:00;Lech Poznań;Wisła Płock;2020/2021;Orlen Stadion (Płock);Dobrynin Z. (Pol);0;2,42;3,19;2,92;1;2,57;3,35;3,16;2,47;3,32;3,11;0;0;17;19;3;1;0,49;0,51;4;5;;;0;1;1;4;9;6;;;10;10;;;2;1;van der Hart M.;Kamiński K.;Czerwiński A.;Zbozień D.;Dejewski T.;Rzeźniczak J.;Milic A.;Uryga A.;Puchacz T.;Garcia A.;Karlstrom J.;Lesniak F.;Pedro Tiba;Lagator D.;Kamiński J.;Szwoch M.;Dani Ramirez;Rasak D.;Sykora J.;Kocyła D.;Szymczak F.;Tuszyński P.;H
14.02.2021;17:30;Legia Warszawa;Jagiellonia Białystok;2020/2021;Stadion Miejski (Białystok);Marciniak S. (Pol);1;1,61;4,01;5,03;1;1,69;4,33;5,6;1,63;4,33;5,42;0;0;12;17;2;4;0,65;0,35;7;1;;;1;2;5;3;12;2;;;17;5;;;3;4;Miszta C.;Dziekoński X.;Juranovic J.;Olszewski P.;Wieteska M.;Tiru B.;Jędrzejczyk A.;Augustyn B.;Wszołek P.;Nastic B.;Slisz B.;Borysiuk A.;Martins A.;Pospisil M.;Mladenovic F.;Twardek K.;Kapustka B.;Imaz J.;Pekhart T.;Cernych F.;Luquinhas;Puljic J.;D
15.02.2021;18:00;Zagłębie Lubin;Warta Poznań;2020/2021;Stadion Dyskobolii (Grodzisk Wielkopolski);Lasyk P. (Pol);0;2,59;2,96;2,88;1;2,8;3,14;3,03;2,7;3,06;3,03;0;0;19;10;3;1;0,58;0,42;11;5;;;0;0;1;4;9;9;;;10;13;;;0;1;Hładun D.;Lis A.;Wójcicki J.;Kuzdra J.;Kruk K.;Kieliba B.;Oko D.;Ivanov R.;Balic S.;Kiełb J.;Bashkirov E.;Kopczyński M.;Żubrowski J.;Trałka Ł.;Bednarczyk J.;Grzesik J.;Starzyński F.;Żurawski M.;Drazic D.;Jakóbowski M.;Szysz P.;Jaroch G.;H
15.02.2021;20:30;Stal Mielec;Górnik Zabrze;2020/2021;Stadion im. Ernesta Pohla (Zabrze);Stefanski D. (Pol);1;4,07;3,45;1,88;2;4,42;3,64;1,96;4,35;3,6;1,92;0;0;11;12;4;1;0,29;0,71;4;10;;;2;1;2;6;6;16;;;8;22;;;2;4;Strączek R.;Chudy M.;Matras M.;Masouras G.;Chorbadzhiyski B.;Paluszek A.;Flis M.;Wiśniewski P.;Granlund A.;Gryszkiewicz A.;Domański M.;Janza E.;Tomasiewicz G.;Kubica K.;Getinger K.;Manneh A.;Jankowski M.;Nowak B.;Kolev A.;Sobczyk A.;Prokić A.;Jimenez J.;H
19.02.2021;18:00;Cracovia;Stal Mielec;2020/2021;Stadion MOSiR (Mielec);Jarzebak S. (Pol);0;2,45;3,04;2,99;0;2,58;3,3;3,24;2,5;3,14;3,24;0;0;17;13;3;4;0,49;0,51;4;4;;;1;0;4;3;4;5;;;8;8;;;2;5;Niemczycki K.;Strączek R.;Rapa C.;Matras M.;Szymonowicz D.;Chorbadzhiyski B.;Rodin M.;De Amo J.;Hanca S.;Granlund A.;Pik D.;Domański M.;Sadikovic D.;Tomasiewicz G.;Loshaj F.;Getinger K.;Fiolic I.;Jankowski M.;Alvarez M.;Prokić A.;Rivaldinho;Kolev A.;D
19.02.2021;20:30;Pogoń Szczecin;Wisła Kraków;2020/2021;Stadion Miejski im. Henryka Reymana (Kraków);Raczkowski P. (Pol);1;2,63;3,13;2,69;2;2,73;3,34;2,88;2,73;3,25;2,83;0;0;15;11;5;5;0,61;0,39;6;5;;;4;2;6;7;12;4;;;18;11;;;5;3;Stipica D.;Lis M.;Bartkowski J.;Burliga L.;Zech B.;Frydrych M.;Malec M.;Mehremic A.;Mata L.;Sadlok M.;Kucharczyk M.;Plewka P.;Podstawski T.;Yeboah Y.;Drygas K.;Medved Z.;Gorgon A.;Savic S.;Smoliński K.;Starzyński P.;Zahovic L.;Brown F.;H
20.02.2021;15:00;Wisła Płock;Legia Warszawa;2020/2021;Stadion Wojska Polskiego (Warszawa);Zlotek M. (Pol);2;5,79;3,52;1,63;5;6,47;3,78;1,73;6,47;3,65;1,66;0;0;16;21;6;2;0,46;0,54;5;2;;;3;1;4;11;2;6;;;6;17;;;3;1;Kamiński K.;Miszta C.;Zbozień D.;Juranovic J.;Rzeźniczak J.;Wieteska M.;Uryga A.;Jędrzejczyk A.;Garcia A.;Wszołek P.;Lesniak F.;Slisz B.;Lagator D.;Martins A.;Szwoch M.;Mladenovic F.;Rasak D.;Kapustka B.;Rogozinski K.;Rafa Lopes;Tuszyński P.;Luquinhas;H
20.02.2021;17:30;Jagiellonia Białystok;Podbeskidzie B-B;2020/2021;Stadion Miejski (Bielsko-Biała);Marciniak S. (Pol);1;3;3,28;2,32;1;3,22;3,5;2,55;3,21;3,38;2,38;0;0;14;17;5;4;0,54;0,46;2;9;;;3;2;5;6;7;14;;;12;20;;;3;1;Dziekoński X.;Peskovic M.;Olszewski P.;Modelski F.;Tiru B.;Janicki R.;Augustyn B.;Rundić M.;Nastic B.;Mamic P.;Pospisil M.;Frelek D.;Borysiuk A.;Rzuchowski M.;Makuszewski M.;Danielak K.;Imaz J.;Hora J.;Wdowik B.;Roginic M.;Cernych F.;Biliński K.;D
20.02.2021;20:00;Górnik Zabrze;Lechia Gdańsk;2020/2021;Polsat Plus Arena (Gdańsk);Sylwestrzak D. (Pol);0;2,84;3,16;2,49;2;3;3,31;2,66;2,96;3,31;2,58;0;0;17;14;2;5;0,56;0,44;5;4;;;2;2;5;4;12;8;;;17;12;;;0;2;Chudy M.;Kuciak D.;Evangelou S.;Kopacz B.;Wiśniewski P.;Nalepa M.;Gryszkiewicz A.;Tobers K.;Wojtuszek N.;Pietrzak R.;Nowak B.;Biegański J.;Manneh A.;Ceesay J.;Jimenez J.;Gajos M.;Janza E.;Kubicki J.;Krawczyk P.;Saief K.;Boakye R.;Paixao F.;H
21.02.2021;15:00;Raków Częstochowa;Zagłębie Lubin;2020/2021;Stadion Zagłębia Lubin (Lubin);Kwiatkowski T. (Pol);2;1,95;3,45;3,75;1;2,02;3,62;4,22;1,97;3,6;4,09;0;0;21;8;1;2;0,44;0,56;6;5;;;0;1;4;2;9;10;;;13;12;;;2;2;Holec D.;Hładun D.;Piątkowski K.;Wójcicki J.;Niewulis A.;Simic L.;Jach J.;Oko D.;Tudor F.;Balic S.;Papanikolaou G.;Żubrowski J.;Sapała I.;Szysz P.;Kun P.;Poręba L.;Tijanic D.;Starzyński F.;Gutkovskis V.;Stoch M.;López I.;Drazic D.;A
21.02.2021;17:30;Śląsk Wrocław;Lech Poznań;2020/2021;Stadion Miejski (Poznań);Stefanski D. (Pol);0;5,32;4;1,59;1;5,93;4,2;1,68;5,93;4,03;1,63;0;0;8;10;2;1;0,39;0,61;2;8;;;4;0;1;3;6;12;;;7;15;;;4;1;Putnocky M.;van der Hart M.;Cotugno G.;Czerwiński A.;Celeban P.;Rogne T.;Pawelec M.;Milic A.;Stiglec D.;Puchacz T.;Scalet M.;Karlstrom J.;Praszelik M.;Pedro Tiba;Musonda L.;Sykora J.;Pich R.;Dani Ramirez;Pawłowski B.;Kamiński J.;Piasecki F.;Johannsson A.;H
22.02.2021;18:00;Warta Poznań;Piast Gliwice;2020/2021;Stadion Miejski w Gliwicach (Gliwice);Gil P. (Pol);1;5,08;3,25;1,77;0;5,53;3,4;1,86;5,53;3,34;1,82;0;0;21;10;7;0;0,37;0,63;3;5;;;1;2;1;7;3;13;;;4;20;;;2;1;Lis A.;Plach F.;Kuzdra J.;Konczkowski M.;Ławniczak A.;Czerwiński J.;Ivanov R.;Malarczyk P.;Kiełb J.;Huk T.;Grzesik J.;Sokołowski P.;Trałka Ł.;Holubek J.;Kopczyński M.;Steczyk D.;Rybicki M.;Chrapek M.;Żurawski M.;Vida K.;Kuzimski M.;Żyro M.;A
26.02.2021;18:00;Podbeskidzie B-B;Raków Częstochowa;2020/2021;GIEKSA Arena (Bełchatów);Jakubik K. (Pol);0;6,03;3,92;1,54;1;6,92;4,33;1,6;6,92;4,02;1,57;0;0;9;15;3;1;0,5;0,5;3;1;;;2;5;1;4;10;7;;;11;11;;;0;1;Peskovic M.;Holec D.;Modelski F.;Piątkowski K.;Janicki R.;Niewulis A.;Rundić M.;Jach J.;Mamic P.;Tudor F.;Danielak K.;Poletanovic M.;Bieroński J.;Sapała I.;Kocsis G.;Kun P.;Hora J.;Tijanic D.;Biliński K.;López I.;Wilson P.;Gutkovskis V.;H
26.02.2021;20:30;Lech Poznań;Warta Poznań;2020/2021;Stadion Dyskobolii (Grodzisk Wielkopolski);Przybyl J. (Pol);2;1,8;3,44;4,45;1;1,94;3,7;5;1,81;3,66;4,87;0;0;16;7;1;4;0,64;0,36;11;5;;;1;0;6;2;10;7;;;16;9;;;2;0;van der Hart M.;Lis A.;Czerwiński A.;Grzesik J.;Rogne T.;Kupczak M.;Milic A.;Ławniczak A.;Puchacz T.;Kiełb J.;Karlstrom J.;Kopczyński M.;Pedro Tiba;Trałka Ł.;Sykora J.;Baku M.;Dani Ramirez;Żurawski M.;Kamiński J.;Jakóbowski M.;Johannsson A.;Kuzimski M.;A
27.02.2021;15:00;Lechia Gdańsk;Stal Mielec;2020/2021;Stadion MOSiR (Mielec);Szczech Ł. (Pol);1;2,38;3,16;3,02;0;2,54;3,3;3,2;2,44;3,28;3,2;0;0;14;13;10;1;0,39;0,61;2;15;;;1;2;2;10;7;18;;;9;28;;;2;1;Kuciak D.;Strączek R.;Fila K.;De Amo J.;Maloca M.;Chorbadzhiyski B.;Tobers K.;Flis M.;Pietrzak R.;Granlund A.;Biegański J.;Domański M.;Ceesay J.;Matras M.;Gajos M.;Getinger K.;Kubicki J.;Jankowski M.;Zwoliński Ł.;Forsell P.;Paixao F.;Kolev A.;A
27.02.2021;17:30;Piast Gliwice;Jagiellonia Białystok;2020/2021;Stadion Miejski (Białystok);Stefanski D. (Pol);1;2,03;3,33;3,64;0;2,63;3,53;4,05;2,05;3,53;3,88;0;1;10;15;2;5;0,54;0,46;5;3;;;3;2;6;2;13;5;;;19;7;;;2;4;Plach F.;Dziekoński X.;Rymaniak B.;Twardek K.;Huk T.;Runje I.;Czerwiński J.;Augustyn B.;Holubek J.;Nastic B.;Sokołowski P.;Pospisil M.;Jodłowiec T.;Romanczuk T.;Steczyk D.;Makuszewski M.;Chrapek M.;Lopez F.;Vida K.;Wdowik B.;Świerczok J.;Cernych F.;A
27.02.2021;20:00;Legia Warszawa;Górnik Zabrze;2020/2021;Stadion im. Ernesta Pohla (Zabrze);Frankowski B. (Pol);2;1,9;3,4;4,02;1;1,98;3,58;4,53;1,95;3,53;4,3;0;0;12;22;4;2;0,56;0,44;7;7;;;2;1;4;5;9;9;;;13;14;;;3;4;Boruc A.;Chudy M.;Jędrzejczyk A.;Wiśniewski P.;Wieteska M.;Koj M.;Shabanov A.;Gryszkiewicz A.;Juranovic J.;Masouras G.;Slisz B.;Kubica K.;Martins A.;Prochazka R.;Mladenovic F.;Nowak B.;Kapustka B.;Janza E.;Rafa Lopes;Sobczyk A.;Luquinhas;Jimenez J.;A
28.02.2021;12:30;Wisła Kraków;Wisła Płock;2020/2021;Orlen Stadion (Płock);Kwiatkowski T. (Pol);3;2,75;3,24;2,52;1;2,94;3,42;2,77;2,89;3,42;2,57;0;0;11;25;2;4;0,49;0,51;2;2;;;0;1;7;3;3;6;;;10;9;;;2;1;Lis M.;Kamiński K.;Szota S.;Zbozień D.;Frydrych M.;Rzeźniczak J.;Sadlok M.;Uryga A.;Plewka P.;Garcia A.;Starzyński P.;Szwoch M.;Savic S.;Lagator D.;Chuca;Rasak D.;Yeboah Y.;Gjertsen T.;Brown F.;Lesniak F.;Medved Z.;Lewandowski M.;A
28.02.2021;15:00;Zagłębie Lubin;Cracovia;2020/2021;Stadion MKS Cracovia (Kraków);Marciniak S. (Pol);4;3,09;3,1;2,36;2;3,3;3,3;2,54;3,26;3,16;2,47;0;2;15;17;2;7;0,5;0,5;8;3;;;4;3;11;3;9;9;;;20;12;;;4;5;Hładun D.;Niemczycki K.;Chodyna K.;Rapa C.;Simic L.;Rodin M.;Jończy D.;Marquez I.;Balic S.;Luis Rocha;Szysz P.;Hanca S.;Żubrowski J.;Szymonowicz D.;Starzyński F.;Loshaj F.;Stoch M.;Pik D.;Drazic D.;van Amersfoort P.;Podlinski K.;Rivaldinho;A
28.02.2021;17:30;Pogoń Szczecin;Śląsk Wrocław;2020/2021;Tarczyński Arena (Wrocław);Lasyk P. (Pol);1;2,03;3,23;3,74;2;2,63;3,5;4,17;2,03;3,37;4,16;0;0;10;15;1;5;0,63;0,37;11;7;;;2;2;6;3;12;6;;;18;9;;;1;1;Stipica D.;Putnocky M.;Bartkowski J.;Cotugno G.;Zech B.;Bejger L.;Malec M.;Pawelec M.;Mata L.;Stiglec D.;Dąbrowski D.;Scalet M.;Kucharczyk M.;Sobota W.;Gorgon A.;Pawłowski B.;Kozlowski K.;Praszelik M.;Kowalczyk S.;Pich R.;Zahovic L.;Exposito E.;H
04.03.2021;20:30;Wisła Płock;Stal Mielec;2020/2021;Stadion MOSiR (Mielec);Sylwestrzak D. (Pol);2;2,96;2,83;2,65;2;3,22;3,05;2,8;3,13;2,92;2,74;0;0;12;12;6;2;0,34;0,66;2;10;;;1;3;4;8;1;8;;;5;16;;;1;1;Kamiński K.;Strączek R.;Rodriguez J.;De Amo J.;Michalski D.;Chorbadzhiyski B.;Uryga A.;Flis M.;Zbozień D.;Granlund A.;Rasak D.;Forsell P.;Lesniak F.;Matras M.;Garcia A.;Tomasiewicz G.;Szwoch M.;Getinger K.;Tuszyński P.;Zjawiński Ł.;Kocyła D.;Jankowski M.;D
05.03.2021;20:30;Górnik Zabrze;Wisła Kraków;2020/2021;Stadion Miejski im. Henryka Reymana (Kraków);Zlotek M. (Pol);0;2,99;3,35;2,3;0;3,23;3,59;2,39;3,12;3,48;2,38;0;0;20;22;3;4;0,49;0,51;10;9;;;0;5;4;3;9;12;;;13;15;;;1;3;Chudy M.;Lis M.;Wiśniewski P.;Szota S.;Paluszek A.;Frydrych M.;Koj M.;Sadlok M.;Masouras G.;Burliga L.;Kubica K.;Plewka P.;Prochazka R.;Starzyński P.;Janza E.;Chuca;Jimenez J.;Savic S.;Sobczyk A.;Yeboah Y.;Boakye R.;Brown F.;D
06.03.2021;15:00;Lechia Gdańsk;Podbeskidzie B-B;2020/2021;Stadion Miejski (Bielsko-Biała);Dobrynin Z. (Pol);2;2,69;3,14;2,65;2;2,95;3,3;2,72;2,85;3,29;2,69;0;0;13;14;2;5;0,47;0,53;4;2;;;2;0;7;4;8;5;;;15;9;;;2;1;Kuciak D.;Peskovic M.;Kopacz B.;Modelski F.;Maloca M.;Bashlay D.;Tobers K.;Rundić M.;Pietrzak R.;Mamic P.;Biegański J.;Bieroński J.;Zwoliński Ł.;Rzuchowski M.;Gajos M.;Marco Tulio;Kubicki J.;Hora J.;Conrado;Miakushko S.;Paixao F.;Roginic M.;D
06.03.2021;17:30;Jagiellonia Białystok;Zagłębie Lubin;2020/2021;Stadion Zagłębia Lubin (Lubin);Raczkowski P. (Pol);0;4,68;3,83;1,68;3;5,21;4,06;1,84;4,89;4,06;1,72;0;0;12;16;4;2;0,49;0,51;1;10;;;0;2;2;7;7;18;;;9;25;;;3;4;Dziekoński X.;Hładun D.;Olszewski P.;Chodyna K.;Runje I.;Simic L.;Tiru B.;Crnomarkovic D.;Nastic B.;Balic S.;Kwiecień B.;Żubrowski J.;Pospisil M.;Szysz P.;Twardek K.;Poręba L.;Lopez F.;Starzyński F.;Wdowik B.;Stoch M.;Bortniczuk M.;Podlinski K.;H
06.03.2021;20:00;Cracovia;Raków Częstochowa;2020/2021;GIEKSA Arena (Bełchatów);Przybyl J. (Pol);0;4,48;3,35;1,83;0;5,13;3,67;1,92;4,72;3,43;1,9;0;1;18;16;1;2;0,53;0,47;1;4;;;0;2;2;1;8;5;;;10;6;;;2;3;Niemczycki K.;Holec D.;Rapa C.;Piątkowski K.;Szymonowicz D.;Arsenić Z.;Rodin M.;Jach J.;Luis Rocha;Tudor F.;Kosecki J.;Poletanovic M.;Dimun M.;Sapała I.;van Amersfoort P.;Kun P.;Hanca S.;Tijanic D.;Rivaldinho;López I.;Alvarez M.;Gutkovskis V.;D
07.03.2021;12:30;Stal Mielec;Piast Gliwice;2020/2021;Stadion Miejski w Gliwicach (Gliwice);Kos D. (Pol);1;4,4;3,28;1,86;2;4,8;3,43;1,96;4,78;3,36;1,91;0;0;19;9;2;7;0,42;0,58;2;4;;;3;2;8;4;7;10;;;15;14;;;2;0;Strączek R.;Plach F.;Żyro M.;Konczkowski M.;Matras M.;Malarczyk P.;Flis M.;Czerwiński J.;Granlund A.;Holubek J.;Domański M.;Pyrka A.;Tomasiewicz G.;Sokołowski P.;Getinger K.;Jodłowiec T.;Mak M.;Vida K.;Forsell P.;Chrapek M.;Kolev A.;Świerczok J.;H
07.03.2021;15:00;Lech Poznań;Pogoń Szczecin;2020/2021;Stadion Miejski w Szczecinie (Szczecin);Frankowski B. (Pol);1;2,99;3,21;2,36;0;3,14;3,35;2,5;3,14;3,32;2,45;0;0;16;13;4;3;0,43;0,57;3;8;;;1;1;4;4;8;11;;;12;15;;;1;2;van der Hart M.;Stipica D.;Czerwiński A.;Bartkowski J.;Salamon B.;Zech B.;Rogne T.;Malec M.;Kamiński J.;Mata L.;Karlstrom J.;Dąbrowski D.;Pedro Tiba;Kucharczyk M.;Skóraś M.;Drygas K.;Dani Ramirez;Kozlowski K.;Sykora J.;Kowalczyk S.;Johannsson A.;Benedyczak A.;A
